,Entity,Code,emission_type,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
35,Cameroon,CMR,oil,4572672.0,4330088.0,5580851.0,5682864.0,5657717.0,5162576.0,3939630.0,5496000.0,6180423.0,6231562.0,5389744.0
36,Canada,CAN,oil,267646866.0,258802790.0,254658571.0,260962375.0,263156063.0,266634400.0,266710782.0,259763313.0,260990356.0,258917074.0,262320256.0
37,Cape Verde,CPV,oil,505632.0,468992.0,520288.0,556928.0,615552.0,501968.0,494640.0,487312.0,490976.0,538608.0,578912.0
38,Central African Republic,CAF,oil,252816.0,252816.0,252816.0,263808.0,278464.0,293120.0,285792.0,289456.0,293120.0,296784.0,296784.0
39,Chad,TCD,oil,853712.0,926992.0,941648.0,996608.0,1117520.0,560592.0,586240.0,912336.0,619216.0,916000.0,919664.0
40,Chile,CHL,oil,47225296.0,47551392.0,44929147.0,43460925.0,45627792.0,45164525.0,45915623.0,43819832.0,44350748.0,46063808.0,45466576.0
41,China,CHN,oil,927351072.0,970117280.0,982347712.0,1092571824.0,1123858720.0,1176711920.0,1234621903.0,1263072873.0,1327577623.0,1335304496.0,1390824562.0
42,Christmas Island,CXR,oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Colombia,COL,oil,33019968.0,33441328.0,35734992.0,35698352.0,35340996.0,38913532.0,47985712.0,47599024.0,36911136.0,53124336.0,47489104.0
44,Comoros,COM,oil,102592.0,106256.0,131904.0,161216.0,135568.0,142896.0,175872.0,153888.0,168544.0,201520.0,238160.0
45,Congo,COG,oil,1132176.0,1241844.0,1575520.0,1736736.0,1930928.0,2479945.0,2531824.0,2400753.0,2198400.0,2209392.0,1974896.0
46,Cook Islands,COK,oil,47632.0,47632.0,43968.0,51296.0,58624.0,62288.0,62288.0,65952.0,62288.0,62288.0,69616.0
47,Costa Rica,CRI,oil,6979920.0,7152128.0,6906640.0,6987248.0,6738096.0,6705120.0,7042208.0,7141136.0,6782064.0,7298970.0,7595472.0
48,Cote d'Ivoire,CIV,oil,3649344.0,3554080.0,2729680.0,3026464.0,3348896.0,5074640.0,5778128.0,5957664.0,5547296.0,7023888.0,7547840.0
49,Croatia,HRV,oil,13503179.0,12528912.0,12481780.0,10602727.0,10456903.0,9742015.0,9105340.0,8992885.0,9421030.0,9371655.0,10014775.0
50,Cuba,CUB,oil,22628864.0,24750320.0,25069088.0,31136374.0,26523366.0,26813152.0,25021456.0,24504832.0,26055080.0,25138331.0,22519320.0
51,Curacao,CUW,oil,5745162.0,5526000.0,5654366.0,3894813.0,4968704.0,5917360.0,5100288.0,5756144.0,5975984.0,5114944.0,4862128.0
52,Cyprus,CYP,oil,7520949.0,7695059.0,7667067.0,7427469.0,7156145.0,6705485.0,5787177.0,5939241.0,6056910.0,6469459.0,6568584.0
53,Czechia,CZE,oil,23073417.0,23011144.0,22180540.0,21158978.0,20929455.0,20475643.0,19658898.0,20711793.0,21280611.0,21304511.0,22051103.0
54,Democratic Republic of Congo,COD,oil,1447280.0,1608496.0,1472928.0,1728946.0,2220384.0,2198400.0,3363552.0,4499392.0,2634416.0,1916092.0,2125120.0
55,Denmark,DNK,oil,24105259.0,23264563.0,22246714.0,21898907.0,20867891.0,19909169.0,19535764.0,19039188.0,19543752.0,19826129.0,19980146.0
56,Djibouti,DJI,oil,461664.0,498304.0,458000.0,516624.0,472656.0,479984.0,498304.0,307776.0,377392.0,329760.0,311440.0
57,Dominica,DMA,oil,183200.0,164880.0,161216.0,172208.0,153888.0,164880.0,168544.0,175872.0,175872.0,179536.0,161216.0
58,Dominican Republic,DOM,oil,15370480.0,15561008.0,15234912.0,15615968.0,15563688.0,15912752.0,14923472.0,14503316.0,16562355.0,17840016.0,16717696.0
59,Ecuador,ECU,oil,29312000.0,24914642.0,27975136.0,30334715.0,32877072.0,32151600.0,33961616.0,37610960.0,35442339.0,34295040.0,34287712.0
60,Egypt,EGY,oil,84762976.0,92404362.0,98719152.0,94254682.0,98548915.0,93025296.0,94639110.0,117713328.0,112023136.0,114870064.0,119036032.0
61,El Salvador,SLV,oil,6324064.0,5888048.0,5833088.0,5811104.0,5983312.0,5932016.0,5627904.0,5759808.0,6327728.0,6250784.0,5627904.0
62,Equatorial Guinea,GNQ,oil,1234768.0,1253088.0,1216448.0,1226785.0,1267744.0,1312350.0,1311712.0,1337360.0,1344688.0,1288967.0,1194464.0
63,Eritrea,ERI,oil,542272.0,388384.0,479984.0,479984.0,498304.0,531280.0,549600.0,560592.0,575248.0,582576.0,611888.0
64,Estonia,EST,oil,3329388.0,3141381.0,2893599.0,3080775.0,3155613.0,3231553.0,3248697.0,3329320.0,3414586.0,3432815.0,3480792.0
65,Eswatini,SWZ,oil,650796.0,619216.0,691191.0,646195.0,650852.0,670512.0,745559.0,722535.0,747456.0,829153.0,824400.0
66,Ethiopia,ETH,oil,5210208.0,5671872.0,5693398.0,5572944.0,6155520.0,6158268.0,7259349.0,8841232.0,8695837.0,9819520.0,10838112.0
67,Faeroe Islands,FRO,oil,688832.0,630208.0,575248.0,630208.0,567920.0,589904.0,677840.0,597232.0,608224.0,630208.0,707152.0
68,Fiji,FJI,oil,1084544.0,824400.0,736464.0,1135840.0,1003936.0,985616.0,1245760.0,1549872.0,2051840.0,1934592.0,1952912.0
69,Finland,FIN,oil,26415603.0,24721213.0,24029192.0,24950946.0,23620090.0,23607072.0,22737360.0,21451486.0,21155687.0,22779034.0,22088069.0
70,France,FRA,oil,232910195.0,228546281.0,224099009.0,222648027.0,215047493.0,210596816.0,209023913.0,203418793.0,204610916.0,202677598.0,202695588.0
71,French Polynesia,PYF,oil,769440.0,795088.0,798752.0,806080.0,776768.0,754784.0,762112.0,740128.0,769440.0,743792.0,747456.0
72,Gabon,GAB,oil,1575520.0,1612160.0,1558547.0,1963904.0,2198400.0,2311984.0,2586784.0,2500571.0,2447552.0,2462208.0,2469536.0
73,Gambia,GMB,oil,348080.0,362736.0,377356.0,428657.0,443344.0,450642.0,428657.0,509270.0,520262.0,527591.0,531280.0
74,Georgia,GEO,oil,2520832.0,2205728.0,2808292.0,2761035.0,2707696.0,2718688.0,2656400.0,2832272.0,3218212.0,3876512.0,3528432.0
75,Germany,DEU,oil,270913087.0,293070831.0,281881313.0,282071446.0,271515390.0,271857769.0,280202800.0,271334700.0,273531220.0,278105824.0,279343246.0
76,Ghana,GHA,oil,8921840.0,8233008.0,6793424.0,8090112.0,8686498.0,11754112.0,11827392.0,11732128.0,12190128.0,13579443.0,9907456.0
77,Greece,GRC,oil,54115565.0,52769379.0,50162760.0,44008993.0,40509138.0,36297424.0,32910252.0,33481488.0,34969396.0,35559540.0,35012712.0
78,Greenland,GRL,oil,637536.0,659520.0,575248.0,663184.0,707152.0,567920.0,534944.0,498304.0,498304.0,498304.0,512960.0
79,Grenada,GRD,oil,238160.0,252816.0,252816.0,260144.0,252816.0,271136.0,304112.0,234496.0,260144.0,267472.0,278464.0
80,Guatemala,GTM,oil,9955744.0,8716656.0,10079664.0,8712992.0,8833904.0,8925504.0,9149008.0,9742576.0,10532843.0,10864993.0,11947178.0
81,Guinea,GIN,oil,1967568.0,1996880.0,2110464.0,2484192.0,2594112.0,2421904.0,2110464.0,2165424.0,2451216.0,2744336.0,2879904.0
82,Guinea-Bissau,GNB,oil,230832.0,227168.0,234496.0,238160.0,245488.0,252816.0,256480.0,271136.0,278464.0,293120.0,293120.0
83,Guyana,GUY,oil,1780704.0,1707424.0,1908944.0,1886960.0,1960240.0,1960240.0,1905280.0,1971232.0,1963904.0,2187408.0,2161760.0
84,Haiti,HTI,oil,2246032.0,2246032.0,2117792.0,1974896.0,2066496.0,2161760.0,2253360.0,2707696.0,3114400.0,3158368.0,3195008.0
85,Honduras,HND,oil,7558832.0,7360976.0,6818704.0,6771610.0,7338992.0,7610128.0,7895920.0,8112571.0,8899856.0,8225680.0,8229344.0
86,Hong Kong,HKG,oil,11732128.0,11710144.0,8863216.0,9438464.0,9236944.0,9599680.0,9427472.0,9267002.0,10211568.0,11054288.0,11842048.0
87,Hungary,HUN,oil,17528522.0,17254840.0,17181999.0,16026014.0,15091326.0,14362385.0,13869945.0,15207567.0,16545464.0,16814404.0,17591967.0
88,Iceland,ISL,oil,2697236.0,2930417.0,2914019.0,2812928.0,2669088.0,2667118.0,2653763.0,2656917.0,2716424.0,2683577.0,2770277.0
89,India,IND,oil,390403142.0,411656206.0,430854802.0,437563102.0,458049457.0,487647302.0,494707949.0,510232333.0,553834416.0,612136920.0,630028955.0
90,Indonesia,IDN,oil,166224688.0,158303120.0,181260245.0,195674233.0,211328528.0,218777440.0,229408315.0,220592833.0,219406061.0,219142417.0,226619977.0
91,Iran,IRN,oil,225180052.0,233944801.0,232916816.0,227534400.0,223695941.0,245121600.0,250742176.0,245400064.0,224649549.0,200955744.0,225295696.0
92,Iraq,IRQ,oil,34985455.0,63149040.0,70718864.0,79391552.0,99338368.0,113147984.0,122525085.0,124617206.0,121072228.0,142536928.0,154745376.0
93,Ireland,IRL,oil,24827482.0,24384958.0,21398429.0,20271981.0,18362237.0,17442108.0,17600156.0,17379299.0,18232246.0,18830078.0,18696988.0
94,Israel,ISR,oil,25131376.0,29207326.0,27135584.0,28113872.0,28000288.0,35143364.0,22952587.0,20281431.0,21867980.0,22786416.0,21610272.0
95,Italy,ITA,oil,230163924.0,219463217.0,198787059.0,193841252.0,186478589.0,172436492.0,159356304.0,158044356.0,161712673.0,155955573.0,148919131.0
96,Jamaica,JAM,oil,10383776.0,10350800.0,7412272.0,7236400.0,7716384.0,7379296.0,7895683.0,6990912.0,7250788.0,7470896.0,7020224.0
97,Japan,JPN,oil,606922613.0,562497182.0,515340384.0,520990215.0,551623241.0,563586194.0,540909090.0,496115766.0,475756398.0,460350372.0,448322988.0
98,Jordan,JOR,oil,14389745.0,12915600.0,12882624.0,13970832.0,18250384.0,20892588.0,19650032.0,22423680.0,18994176.0,14483792.0,15179952.0
99,Kazakhstan,KAZ,oil,55495819.0,52864854.0,39554494.0,51747411.0,39955760.0,39212929.0,49762029.0,40376547.0,41007434.0,42467692.0,44702595.0
100,Kenya,KEN,oil,8155503.0,8412544.0,10321488.0,9687616.0,10200576.0,9284576.0,9796665.0,10247255.0,12517083.0,13249861.0,12706752.0
101,Kiribati,KIR,oil,58624.0,65952.0,54960.0,58624.0,54960.0,51296.0,51296.0,58624.0,62288.0,65952.0,65952.0
102,Kosovo,OWID_KOS,oil,0.0,1641472.0,1674448.0,1597504.0,1740400.0,1622397.0,1645136.0,1586512.0,1953770.0,1912608.0,2165424.0
103,Kuwait,KWT,oil,48059374.0,54362768.0,61749392.0,60005328.0,52191464.0,64072368.0,57554112.0,52730745.0,54002086.0,56467938.0,59542079.0
104,Kyrgyzstan,KGZ,oil,2235040.0,2423079.0,3121728.0,2755328.0,3638352.0,4671600.0,4796176.0,4400464.0,4832816.0,5111280.0,4792512.0
105,Laos,LAO,oil,1464837.0,1678112.0,1930928.0,1905280.0,1923600.0,2046689.0,2297328.0,2414576.0,2893419.0,2916544.0,2986160.0
106,Latvia,LVA,oil,4832346.0,4471226.0,4071691.0,4250956.0,3816193.0,3730038.0,3771728.0,3890909.0,4066686.0,4059111.0,4277008.0
107,Lebanon,LBN,oil,10981008.0,14593712.0,17818472.0,16378080.0,17059584.0,19316608.0,19122416.0,20752896.0,22713136.0,23522880.0,24955504.0
108,Lesotho,LSO,oil,421360.0,443344.0,505632.0,523952.0,549600.0,593568.0,592671.0,574382.0,619216.0,649537.0,820736.0
109,Liberia,LBR,oil,567920.0,498304.0,447008.0,732800.0,820736.0,916000.0,802416.0,1077216.0,1088208.0,1264080.0,1121184.0
110,Libya,LBY,oil,29621968.0,33069781.0,37184646.0,38524659.0,25252288.0,33390032.0,35042496.0,35915941.0,31972064.0,25483120.0,26168288.0
111,Liechtenstein,LIE,oil,130099.0,146669.0,147831.0,130242.0,123207.0,130814.0,134723.0,113179.0,108406.0,98906.0,102799.0
112,Lithuania,LTU,oil,7533678.0,7803608.0,6872620.0,6828734.0,6504330.0,6741614.0,6537125.0,6791778.0,7111163.0,7655086.0,7739132.0
113,Luxembourg,LUX,oil,7695770.0,7776611.0,7208513.0,7587851.0,7858474.0,7627327.0,7500777.0,7102438.0,6814525.0,6673474.0,6865297.0
114,Macao,MAC,oil,1363008.0,974112.0,1707424.0,937101.0,1143168.0,1124848.0,981952.0,1169662.0,1795360.0,1751392.0,1582848.0
115,Madagascar,MDG,oil,1652179.0,1773376.0,1663456.0,1769712.0,1894288.0,1955519.0,1927264.0,1989552.0,2374272.0,2238704.0,2333968.0
116,Malawi,MWI,oil,740128.0,845548.0,863920.0,784096.0,799861.0,823409.0,853712.0,714480.0,784096.0,928056.0,1066224.0
117,Malaysia,MYS,oil,69674624.0,71170824.0,65303472.0,74331568.0,72526433.0,75271943.0,86675584.0,89556847.0,76992840.0,87674550.0,81274848.0
118,Maldives,MDV,oil,780432.0,842720.0,883024.0,934320.0,985616.0,1110192.0,1091872.0,1315376.0,1300720.0,1443616.0,1498576.0
119,Mali,MLI,oil,1297056.0,1557200.0,1784368.0,1974896.0,2158096.0,2297328.0,2476864.0,2649072.0,2850592.0,2861584.0,2876240.0
120,Malta,MLT,oil,2735589.0,2747046.0,2532394.0,2581510.0,2577812.0,2761151.0,2435280.0,2439871.0,1733363.0,1398340.0,1000353.0
121,Marshall Islands,MHL,oil,124576.0,128240.0,131904.0,135568.0,139232.0,135568.0,139232.0,142896.0,142896.0,142896.0,146560.0
122,Mauritania,MRT,oil,1637808.0,1773376.0,1960240.0,1960240.0,2110464.0,2330304.0,2044512.0,2498848.0,2887232.0,2762656.0,3737280.0
123,Mauritius,MUS,oil,2363280.0,2224048.0,2297328.0,2341296.0,2410912.0,2377936.0,2396256.0,2471048.0,2524496.0,2630752.0,2751664.0
124,Mexico,MEX,oil,286649376.0,288397104.0,272740832.0,259678672.0,272512081.0,290157986.0,277694560.0,269274688.0,258874271.0,251592224.0,245839744.0
125,Micronesia (country),FSM,oil,131904.0,109920.0,146560.0,102592.0,117248.0,124576.0,135568.0,135568.0,142896.0,142896.0,142896.0
126,Moldova,MDA,oil,1930928.0,2033520.0,1974896.0,2172752.0,2268016.0,2084816.0,2147104.0,2176416.0,2290000.0,2464059.0,2553808.0
127,Mongolia,MNG,oil,2396256.0,2553808.0,2327292.0,2469536.0,3066768.0,3477136.0,3671637.0,3389200.0,3364083.0,3048889.0,3891168.0
128,Montenegro,MNE,oil,1031423.0,1093410.0,864704.0,798752.0,730247.0,707152.0,698634.0,688832.0,743792.0,831728.0,901344.0
129,Montserrat,MSR,oil,40304.0,47632.0,47632.0,65952.0,40304.0,43968.0,51296.0,47632.0,58624.0,29312.0,29312.0
130,Morocco,MAR,oil,27588306.0,30678672.0,30883856.0,34478240.0,36574048.0,37257914.0,36973424.0,34457754.0,34080959.0,34654112.0,36830528.0
131,Mozambique,MOZ,oil,1836283.0,1750631.0,1963904.0,2114128.0,2425568.0,2315648.0,3158368.0,5521648.0,3519481.0,5620576.0,5924688.0
132,Myanmar,MMR,oil,5558288.0,5155248.0,3855916.0,7494976.0,7694400.0,6252706.0,7152128.0,9665632.0,9938786.0,14285936.0,12241424.0
133,Namibia,NAM,oil,2202064.0,2474136.0,2670583.0,2817616.0,2564800.0,2857393.0,2191072.0,3305290.0,3513776.0,3685984.0,3642372.0
134,Nauru,NRU,oil,43968.0,43968.0,40304.0,43968.0,40304.0,43968.0,47632.0,51296.0,54960.0,43968.0,47632.0
135,Nepal,NPL,oil,1707424.0,2492469.0,2967840.0,3202336.0,3312256.0,3612704.0,4034064.0,4572672.0,3138362.0,5389744.0,6287424.0
136,Netherlands,NLD,oil,58544534.0,58983522.0,55719361.0,56897708.0,56330643.0,54518773.0,52824328.0,52394958.0,51962116.0,53309444.0,53229552.0
137,New Caledonia,NCL,oil,2253360.0,2155329.0,2155408.0,2287646.0,2322976.0,2337632.0,2572128.0,3044784.0,2815439.0,2846928.0,2564800.0
138,New Zealand,NZL,oil,18871539.0,18745508.0,18003705.0,18134951.0,18223784.0,18075457.0,18400150.0,18703832.0,19255758.0,19420197.0,20285761.0
139,Nicaragua,NIC,oil,4338176.0,4154976.0,4235584.0,4231920.0,4532368.0,4305200.0,4100016.0,4327184.0,4979376.0,5177232.0,5103952.0
140,Niger,NER,oil,467714.0,509296.0,666848.0,828064.0,926992.0,1341024.0,1538880.0,1678112.0,1689104.0,1685440.0,1659792.0
141,Nigeria,NGA,oil,27260160.0,33499952.0,27252832.0,58741248.0,69441833.0,55857680.0,62267816.0,66622512.0,54196142.0,60554928.0,73558464.0
142,Niue,NIU,oil,3664.0,7328.0,3664.0,3664.0,7328.0,7328.0,7328.0,10992.0,7328.0,7328.0,7328.0
143,North Korea,PRK,oil,2623424.0,2685712.0,2590448.0,2568277.0,2641744.0,2531824.0,2733344.0,2609079.0,2986160.0,3198672.0,2931691.0
144,North Macedonia,MKD,oil,3096080.0,2777312.0,2811487.0,2743154.0,2766320.0,2700368.0,2634416.0,2634416.0,2780976.0,2854256.0,2876240.0
145,Norway,NOR,oil,25133161.0,24568108.0,24013296.0,25241304.0,25018594.0,24795695.0,24904215.0,24196654.0,23833458.0,23332081.0,22148508.0
146,Oman,OMN,oil,18147792.0,9289046.0,7566843.0,8540784.0,10613879.0,12436391.0,10515051.0,10640901.0,8756440.0,6833360.0,12944912.0
147,Pakistan,PAK,oil,57876544.0,58928112.0,58308896.0,62145104.0,60503632.0,63618032.0,61042240.0,61000494.0,72880624.0,97931392.0,104750096.0
148,Palau,PLW,oil,252816.0,205184.0,197856.0,208848.0,216176.0,216176.0,219840.0,223504.0,223504.0,223504.0,230832.0
149,Palestine,PSE,oil,2322976.0,2051840.0,2088480.0,2033520.0,2246032.0,2198400.0,2436560.0,2835936.0,3004480.0,3231648.0,3268288.0
150,Panama,PAN,oil,6239792.0,6507264.0,7606464.0,8485824.0,8632864.0,8013168.0,9541056.0,9072064.0,9086720.0,8778944.0,10878416.0
151,Papua New Guinea,PNG,oil,5855072.0,4502835.0,4788848.0,4371152.0,4921018.0,4715568.0,5070976.0,5466688.0,5554118.0,5821587.0,5613248.0
152,Paraguay,PRY,oil,3832544.0,4048720.0,4257568.0,4770528.0,4990368.0,4876571.0,4950064.0,5199216.0,5690192.0,6800139.0,7661424.0
153,Peru,PER,oil,22500624.0,21423408.0,23664075.0,23193120.0,23911264.0,25695632.0,23273728.0,24849248.0,24993918.0,27943364.0,31072204.0
154,Philippines,PHL,oil,36640000.0,39228632.0,38655200.0,41597392.0,38982992.0,41432512.0,41315264.0,43213216.0,49858090.0,53549360.0,55788064.0
155,Poland,POL,oil,65999356.0,67185030.0,68006208.0,70906532.0,70556874.0,67280969.0,62592809.0,62313090.0,65730878.0,73996626.0,83599778.0
156,Portugal,PRT,oil,35563883.0,34227448.0,32158237.0,31316420.0,28436559.0,25571721.0,24955253.0,24982247.0,25646726.0,25564253.0,25924172.0
157,Puerto Rico,PRI,oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Qatar,QAT,oil,12486185.0,14414176.0,14765920.0,15201936.0,10123632.0,7371968.0,10325609.0,4429929.0,2649072.0,2458632.0,8830546.0
159,Romania,ROU,oil,30349645.0,29119027.0,25189832.0,24296883.0,24607342.0,25592642.0,24174171.0,25010280.0,25440894.0,26551704.0,28610373.0
160,Russia,RUS,oil,324906344.0,342160792.0,321193498.0,331838652.0,344102996.0,351757548.0,354628057.0,384582113.0,407434226.0,402568969.0,415075022.0
161,Rwanda,RWA,oil,505337.0,490976.0,527377.0,542017.0,611888.0,685168.0,747204.0,769440.0,850048.0,861040.0,883024.0
162,Saint Helena,SHN,oil,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0
163,Saint Kitts and Nevis,KNA,oil,216176.0,216176.0,223504.0,219840.0,230832.0,219840.0,223504.0,230832.0,234496.0,238160.0,241824.0
164,Saint Lucia,LCA,oil,293120.0,300448.0,329760.0,366400.0,333424.0,329760.0,307776.0,348080.0,359072.0,333424.0,351744.0
165,Saint Pierre and Miquelon,SPM,oil,65952.0,65952.0,65952.0,69616.0,69616.0,69616.0,73280.0,76944.0,76944.0,76944.0,76944.0
166,Saint Vincent and the Grenadines,VCT,oil,260144.0,190528.0,311440.0,219840.0,197856.0,252816.0,208848.0,274800.0,212512.0,252816.0,256480.0
167,Samoa,WSM,oil,172208.0,179536.0,186864.0,186864.0,201520.0,197856.0,197856.0,208848.0,234496.0,245488.0,256480.0
168,Sao Tome and Principe,STP,oil,84272.0,84272.0,91600.0,98928.0,102592.0,113584.0,113584.0,113584.0,113584.0,120912.0,124576.0
169,Saudi Arabia,SAU,oil,258465888.0,288814800.0,326066688.0,359647248.0,335710336.0,386218576.0,359383440.0,412895047.0,415164176.0,323989200.0,334574496.0
170,Senegal,SEN,oil,2912880.0,2934864.0,2660064.0,4990368.0,5051319.0,4697248.0,4934021.0,5726832.0,6859008.0,6826032.0,6104224.0
171,Serbia,SRB,oil,13597104.0,10273856.0,10152944.0,9584252.0,9295568.0,8892528.0,8214688.0,8214688.0,8488776.0,8889588.0,8870544.0
172,Seychelles,SYC,oil,641200.0,692496.0,523952.0,443344.0,326096.0,421360.0,329760.0,487312.0,479984.0,593568.0,586240.0
173,Sierra Leone,SLE,oil,516624.0,534944.0,534944.0,575248.0,743792.0,861040.0,1033248.0,1139504.0,905008.0,930656.0,937984.0
174,Singapore,SGP,oil,32770816.0,42484080.0,76372416.0,41736624.0,15238576.0,31766880.0,34906928.0,34320688.0,40824288.0,18396944.0,16849156.0
175,Sint Maarten (Dutch part),SXM,oil,675901.0,650118.0,665220.0,458213.0,584553.0,696160.0,714480.0,732800.0,754784.0,762112.0,751120.0
176,Slovakia,SVK,oil,9415870.0,9758438.0,9124070.0,9445246.0,8974923.0,9222204.0,8992531.0,8853110.0,9655230.0,10020165.0,10104818.0
177,Slovenia,SVN,oil,7577061.0,8757089.0,7713326.0,7572433.0,7687011.0,7550266.0,7184577.0,6936260.0,6866761.0,7230842.0,6984234.0
178,Solomon Islands,SLB,oil,300448.0,307776.0,318768.0,329760.0,344416.0,348080.0,373728.0,329760.0,293120.0,289456.0,285792.0
179,Somalia,SOM,oil,608224.0,600896.0,597232.0,611888.0,611888.0,608224.0,630208.0,630208.0,630208.0,637536.0,637536.0
180,South Africa,ZAF,oil,59327955.0,63233780.0,77115645.0,46323952.0,60232496.0,49456279.0,49500640.0,54938016.0,49962304.0,45437264.0,50940592.0
181,South Korea,KOR,oil,184557966.0,169782432.0,165353859.0,174777605.0,165052208.0,164943332.0,163673523.0,156146006.0,172871184.0,188153728.0,182915291.0
182,South Sudan,SSD,oil,1173199.0,1239105.0,1290671.0,1313250.0,1281212.0,1330032.0,1447280.0,1535216.0,1941920.0,1725744.0,1491248.0
183,Spain,ESP,oil,184055491.0,173992496.0,161838701.0,157199300.0,146822042.0,135526513.0,130228340.0,130896067.0,137448316.0,141526115.0,142359612.0
184,Sri Lanka,LKA,oil,11336416.0,11079936.0,11995936.0,12160816.0,13003536.0,13099438.0,11922656.0,13091472.0,13740000.0,16473344.0,16231520.0
185,Sudan,SDN,oil,12778211.0,13536944.0,13945979.0,13651012.0,12867905.0,13197728.0,14798896.0,15297200.0,18726704.0,17755744.0,20159328.0
186,Suriname,SUR,oil,1722080.0,1897952.0,1963904.0,2366944.0,2139776.0,2579456.0,2682048.0,2769984.0,2663821.0,2260688.0,2451312.0
187,Sweden,SWE,oil,37022719.0,35621725.0,34661454.0,36393747.0,34034145.0,32656085.0,31237165.0,30253133.0,30312209.0,29961273.0,29149197.0
188,Switzerland,CHE,oil,34176116.0,35216041.0,34409043.0,35021825.0,31820331.0,32672885.0,33225254.0,30166448.0,29468262.0,29556072.0,28617616.0
189,Syria,SYR,oil,51339968.0,52919152.0,45185426.0,39842336.0,38017664.0,28976158.0,23560778.0,19043160.0,18745024.0,19737968.0,16978976.0
190,Taiwan,TWN,oil,84711680.0,76460352.0,73311891.0,73965168.0,71964624.0,67992848.0,67603504.0,68656032.0,66941280.0,70374448.0,68788862.0
191,Tajikistan,TJK,oil,1520560.0,1472928.0,1597504.0,1687900.0,1454608.0,1837014.0,1836991.0,2551742.0,2843264.0,2779373.0,2375408.0
192,Tanzania,TZA,oil,3983899.0,4143984.0,3777584.0,4559293.0,4984368.0,6004039.0,6896772.0,6415664.0,7064192.0,6968928.0,6796720.0
193,Thailand,THA,oil,106679050.0,98396720.0,104553814.0,107191851.0,107567712.0,113194081.0,118303232.0,117874544.0,117105104.0,121322368.0,124414784.0
194,Timor,TLS,oil,183200.0,201520.0,227168.0,234496.0,245488.0,293120.0,443344.0,512960.0,501968.0,494640.0,498304.0
195,Togo,TGO,oil,912336.0,1051568.0,2194736.0,2044512.0,1864976.0,1575520.0,1614640.0,1729408.0,1799024.0,2268782.0,2235040.0
